date, pm25, pm10, o3, no2, so2, co
2016/11/5, 126, , 32, 20, 6, 10
2016/11/6, 114, , 23, 20, 7, 13
2016/11/7, 129, , 15, 20, 7, 12
2016/11/8, 113, 116, 23, 20, 7, 10
2016/11/9, 108, 122, 21, 20, 7, 10
2016/11/10, 117, 138, 14, 19, 8, 15
2016/11/11, 135, 144, 11, 16, 6, 13
2016/11/12, 126, 133, 17, 16, 6, 11
2016/11/13, 124, 142, 20, 11, 8, 13
2016/11/14, 142, 158, 15, 1, 6, 12
2016/11/15, 156, , 22, 2, 8, 14
2016/11/16, 154, 169, 17, 2, 8, 14
2016/11/17, 145, , 10, 9, 7, 12
2016/11/18, 110, 169, 18, 8, 7, 13
2016/11/19, 130, 145, 26, 8, 7, 15
2016/11/20, 67, 144, 10, 8, 7, 11
2016/11/21, 88, , 12, 8, 9, 14
2016/11/22, 74, 124, 13, 8, 9, 13
2016/11/23, 80, 145, 13, 8, 9, 15
2016/11/24, 86, 101, 15, 8, 7, 11
2016/11/25, 78, 102, 17, 11, 4, 12
2016/11/26, 79, 169, 18, 8, 6, 20
2016/11/27, 73, 104, 13, 8, 5, 13
2016/11/28, 63, 145, 19, 8, 7, 15
2016/11/29, 142, 121, 19, 8, 11, 24
2016/11/30, 146, 140, 15, 8, 9, 19
2016/12/1, 137, 153, 13, 8, 10, 22
2016/12/2, 122, 122, 11, , 8, 12
2016/12/3, 111, 96, 8, 7, 8, 11
2016/12/4, 85, 108, 10, 8, 7, 12
2016/12/5, 103, 143, 14, 5, 6, 14
2016/12/6, 118, 121, 11, 2, 5, 14
2016/12/7, 115, 103, 10, 2, 4, 11
2016/12/8, 116, 122, 21, 2, 3, 9
2016/12/9, 126, 125, 31, 3, 5, 16
2016/12/10, 125, 110, 23, 3, 4, 12
2016/12/11, 96, 125, 19, , 5, 16
2016/12/12, 117, 121, 41, 3, 5, 18
2016/12/13, 71, 114, 29, 3, 6, 15
2016/12/14, 68, 101, 21, 4, 6, 16
2016/12/15, 62, 114, 27, 4, 6, 15
2016/12/16, 78, 106, 30, 4, 6, 14
2016/12/17, 70, 79, 14, 4, 6, 13
2016/12/18, 37, 111, 27, 3, 16, 13
2016/12/19, 94, 118, 25, 5, 7, 13
2016/12/20, 157, 123, 35, 5, 7, 18
2016/12/21, 165, 127, 36, 6, 7, 17
2016/12/22, 167, 139, 30, 6, 7, 19
2016/12/23, 181, 132, 28, 6, 7, 18
2016/12/24, 169, 141, 17, 6, 7, 20
2016/12/25, 168, 132, 28, 6, 8, 20
2016/12/26, 165, 141, 21, 6, 8, 25
2016/12/27, 162, 124, 22, 5, 8, 15
2016/12/28, 160, 141, 27, 5, 8, 19
2016/12/29, 166, 164, 13, 5, 8, 23
2016/12/30, 180, 192, 20, 5, 7, 30
2016/12/31, 212, 173, 8, 5, 6, 28
2016/7/1, 322, 32, 9, 15, 16, 3
2016/7/2, 78, 51, 8, 15, 16, 2
2016/7/3, 115, 55, 14, 22, 20, 4
2016/7/4, 122, 106, 10, 11, 11, 12
2016/7/5, 165, 65, 6, 7, 6, 
2016/7/6, 157, 31, 5, 4, 4, 5
2016/7/7, 83, 33, 5, 4, 3, 5
2016/7/8, 82, 23, 22, 3, 2, 5
2016/7/9, 66, 15, 1, 2, 2, 5
2016/7/10, 49, 30, 1, 3, 2, 
2016/7/11, 81, 23, 1, 3, 2, 5
2016/7/12, 67, 24, 28, 3, 2, 6
2016/7/13, 67, 25, 4, 3, 2, 7
2016/7/14, 69, 24, 3, 9, 3, 3
2016/7/15, 66, 22, 4, 3, 4, 3
2016/7/16, 59, 19, 5, 5, 2, 4
2016/7/17, 54, 16, 6, 6, 3, 3
2016/7/18, 54, , 5, 7, 3, 4
2016/7/19, 55, , 5, 5, 2, 3
2016/7/20, 44, , 6, 5, 3, 5
2016/7/21, 56, , 6, 6, 4, 4
2016/7/22, 54, , 16, 6, 3, 5
2016/7/23, 60, , 16, 7, 4, 6
2016/7/24, 57, , 29, 8, 3, 6
2016/7/25, 61, 37, 59, 1, 4, 9
2016/7/26, 79, 52, 24, 8, 4, 10
2016/7/27, 79, 45, 21, 15, 5, 11
2016/7/28, 72, 35, 38, 11, 4, 9
2016/7/29, 64, 39, 41, 7, 3, 5
2016/7/30, 59, 42, 39, 8, 3, 5
2016/7/31, 52, 36, 49, 10, 3, 5
2016/8/1, 45, 45, 80, 15, 3, 4
2016/8/2, 41, 47, 54, 12, 3, 4
2016/8/3, 37, 45, 25, 14, 2, 5
2016/8/4, 43, 61, 32, 10, 3, 6
2016/8/5, 72, 17, 8, 11, 3, 6
2016/8/6, 39, 23, 8, 10, 3, 7
2016/8/7, 48, 22, 7, 16, 3, 6
2016/8/8, 47, 30, 4, 12, 3, 2
2016/8/9, 51, 46, 4, 12, 3, 2
2016/8/10, 40, 44, 4, 11, 3, 3
2016/8/11, 30, 50, 4, 11, 3, 3
2016/8/12, 42, 51, 4, 11, 3, 3
2016/8/13, 39, 43, 42, 13, 3, 4
2016/8/14, 28, 50, 4, 9, 3, 4
2016/8/15, 41, 50, 4, 4, 3, 4
2016/8/16, 43, 44, 4, 2, 3, 5
2016/8/17, 51, 38, 4, 1, 3, 5
2016/8/18, 53, 52, 4, 4, 3, 5
2016/8/19, 54, 51, 4, 2, 3, 5
2016/8/20, 45, 51, 4, 1, 3, 2
2016/8/21, 49, 51, 4, 1, 3, 3
2016/8/22, 64, 37, 7, , 4, 3
2016/8/23, 37, 50, 4, , 4, 3
2016/8/24, 65, 53, 17, , 4, 4
2016/8/25, 58, 28, 4, , 4, 4
2016/8/26, 32, 29, 4, , 4, 7
2016/8/27, 54, 35, 4, 1, 4, 6
2016/8/28, 51, 44, 10, 1, 4, 6
2016/8/29, 40, 41, 12, 1, 4, 6
2016/8/30, 39, 37, 14, , 4, 6
2016/8/31, 36, 38, 9, , 4, 6
2016/9/1, 39, 38, 7, , 4, 5
2016/9/2, 40, 60, 9, , 4, 5
2016/9/3, 60, 61, 4, , 4, 4
2016/9/4, 54, 54, 8, , 4, 4
2016/9/5, 47, 52, 4, , 4, 4
2016/9/6, 42, 54, 5, , 4, 6
2016/9/7, 45, 52, 5, , 4, 3
2016/9/8, 52, 67, 5, , 5, 7
2016/9/9, 74, 66, 5, , 5, 7
2016/9/10, 75, 59, 5, , 5, 7
2016/9/11, 75, 54, 5, , 5, 4
2016/9/12, 60, 62, 5, , 5, 6
2016/9/13, 70, 49, 5, 1, 5, 4
2016/9/14, 62, 30, 5, , 5, 4
2016/9/15, 45, 39, 5, , 5, 5
2016/9/16, 52, 41, 5, , 5, 7
2016/9/17, 72, 27, 6, , 5, 4
2016/9/18, 44, 24, 7, , 4, 3
2016/9/19, 50, 22, 5, , 4, 4
2016/9/20, 35, 20, 5, , 4, 4
2016/9/21, 34, 28, 5, 17, 7, 4
2016/9/22, 46, 33, 5, 17, 3, 3
2016/9/23, 44, 37, 6, 18, 3, 5
2016/9/24, 54, 30, 6, 18, 3, 2
2016/9/25, 50, 35, 7, 17, 2, 4
2016/9/26, 50, 47, 5, 17, 5, 4
2016/9/27, 46, 42, 5, 18, 3, 2
2016/9/28, 62, 42, 5, 18, 3, 2
2016/9/29, 65, 55, 5, 18, 4, 5
2016/9/30, 80, 44, 5, 18, 5, 7
2016/4/1, 65, 49, 5, 3, 2, 3
2016/4/2, 60, 59, 5, 3, 2, 3
2016/4/3, 81, 62, 5, 3, 2, 4
2016/4/4, 82, 67, 5, 3, 2, 4
2016/4/5, 67, 50, 5, 3, 3, 4
2016/4/6, 64, 50, 7, 3, 3, 3
2016/4/7, 64, 62, 12, 4, 3, 4
2016/4/8, 87, 55, 13, 4, 3, 4
2016/4/9, 85, 65, 6, 4, 3, 5
2016/4/10, 90, 67, 8, 4, 3, 5
2016/4/11, 99, 62, 6, 4, 3, 5
2016/4/12, 80, 57, 6, 4, 3, 5
2016/4/13, 86, 67, 6, 4, 3, 6
2016/4/14, 102, 61, 5, 4, 3, 6
2016/4/15, 93, 58, 5, 4, 3, 6
2016/4/16, 85, 60, 5, 4, 3, 7
2016/4/17, 86, 57, 6, 4, 4, 7
2016/4/18, 84, 65, 6, 4, 3, 8
2016/4/19, 93, 76, 6, 4, 3, 7
2016/4/20, 92, 58, 6, 4, 3, 2
2016/4/21, 75, 46, 8, 4, 3, 2
2016/4/22, 54, 46, 7, 4, 4, 2
2016/4/23, 71, 55, 6, 4, 4, 2
2016/4/24, 92, 51, 6, 5, 4, 2
2016/4/25, 67, 52, 7, 5, 5, 3
2016/4/26, 73, 54, 13, 5, 5, 4
2016/4/27, 90, 58, 8, 5, 5, 4
2016/4/28, 84, 57, 7, 5, 4, 3
2016/4/29, 79, 63, 5, 6, 5, 4
2016/4/30, 72, 51, 5, 5, 5, 4
2016/5/1, 84, 85, 5, 5, 5, 3
2016/5/2, 61, 55, 6, 5, 5, 4
2016/5/3, 81, 58, 5, 5, 5, 3
2016/5/4, 76, 43, 5, 6, 5, 4
2016/5/5, 58, 46, 12, 6, 5, 4
2016/5/6, 74, 53, 6, 6, 5, 4
2016/5/7, 73, 50, 11, 5, 5, 2
2016/5/8, 110, 48, 5, 6, 5, 3
2016/5/9, 60, 50, 6, 6, 5, 3
2016/5/10, 76, 43, 6, 4, 4, 3
2016/5/11, 75, 44, 5, 1, , 3
2016/5/12, 63, 64, 6, 2, 1, 5
2016/5/13, 81, 59, 8, 2, 1, 5
2016/5/14, 71, , 7, 2, 1, 1
2016/5/15, 120, 71, 5, 2, 1, 7
2016/5/16, 85, 59, 7, 2, 1, 6
2016/5/17, 79, 60, 7, 2, 1, 5
2016/5/18, 86, 64, 39, 2, 1, 6
2016/5/19, 85, 88, 5, 3, 2, 5
2016/5/20, 57, 56, 9, 3, 2, 6
2016/5/21, 50, 67, 3, 3, 2, 7
2016/5/22, 83, 101, 7, 3, 2, 8
2016/5/23, 91, 30, 4, 3, 2, 8
2016/5/24, 74, 40, 6, 3, 2, 8
2016/5/25, 87, 32, 6, , , 7
2016/5/26, 82, 34, 8, 1, , 8
2016/5/27, 87, 33, 6, 1, 1, 8
2016/5/28, 86, 71, 4, 1, , 7
2016/5/29, 143, 22, 7, 1, 1, 7
2016/5/30, 63, 27, 6, 1, , 8
2016/5/31, 73, 35, 5, 1, , 8
2016/6/1, 88, 40, 5, 1, , 8
2016/6/2, 97, 41, 6, 1, , 8
2016/6/3, 94, 29, 6, 1, , 8
2016/6/4, 78, 30, 5, 1, , 7
2016/6/5, 78, 30, 6, 1, , 7
2016/6/6, 81, 27, 5, 1, , 7
2016/6/7, 74, 29, 6, 1, , 7
2016/6/8, 75, 29, 6, 1, , 7
2016/6/9, 78, 29, 5, 1, , 8
2016/6/10, 74, 22, 7, 1, , 9
2016/6/11, 62, 18, 7, 1, , 8
2016/6/12, 55, 21, 7, 1, , 8
2016/6/13, 61, 22, 6, 1, 1, 8
2016/6/14, 62, 20, 5, 3, 2, 8
2016/6/15, 59, 29, 6, 3, 2, 7
2016/6/16, 78, 24, 6, 2, 2, 8
2016/6/17, 69, 30, 7, 3, 2, 8
2016/6/18, 81, 30, 8, 3, 2, 9
2016/6/19, 81, 29, 11, 3, 2, 10
2016/6/20, 79, 33, 4, 3, 2, 8
2016/6/21, 88, , , , , 
2016/1/4, 170, 103, 78, 9, 3, 16
2016/1/5, 170, 125, 12, 1, 4, 13
2016/1/6, 191, 151, 10, 1, 5, 20
2016/1/7, 190, 119, 20, , 2, 13
2016/1/8, 174, 136, 22, , 3, 12
2016/1/9, 176, 109, 29, , 6, 13
2016/1/10, 175, 123, 33, , 6, 15
2016/1/11, 177, 100, 23, 1, 2, 9
2016/1/12, 158, 91, 25, 2, 3, 10
2016/1/13, 140, 114, 20, 2, 3, 13
2016/1/14, 151, 74, 25, 2, 6, 9
2016/1/15, 134, 67, 23, 2, 2, 5
2016/1/16, 123, 74, 25, 3, 3, 6
2016/1/17, 128, 85, 26, 4, 3, 7
2016/1/18, 138, 79, 21, 5, 4, 7
2016/1/19, 123, 85, 31, 5, 5, 7
2016/1/20, 134, 77, 24, 5, 5, 6
2016/1/21, 134, 71, 25, 6, 6, 7
2016/1/22, 127, 86, 25, 6, 6, 9
2016/1/23, 147, 113, 34, 5, 5, 9
2016/1/24, 150, 70, 32, 6, 6, 12
2016/1/25, 150, 83, 28, 4, 3, 10
2016/1/26, 115, 83, 24, 2, 1, 9
2016/1/27, 139, 136, 26, 5, 5, 13
2016/1/28, 185, 92, 27, 3, 3, 14
2016/1/29, 176, 118, 22, 3, 2, 9
2016/1/30, 163, 98, 18, 4, 3, 7
2016/1/31, 128, 111, 22, 4, 3, 9
2016/2/1, 139, 82, 26, 5, 4, 7
2016/2/2, 132, 86, 33, 5, 4, 9
2016/2/3, 143, 73, 27, 5, 5, 8
2016/2/4, 143, 62, 24, 4, 4, 7
2016/2/5, 130, 57, 21, 3, 2, 8
2016/2/6, 114, 40, 16, 3, 2, 6
2016/2/7, 85, 51, 21, 3, 2, 8
2016/2/8, 107, 70, 25, 2, 2, 9
2016/2/9, 134, 53, 21, 2, 2, 8
2016/2/10, 107, 34, 15, 2, 1, 5
2016/2/11, 73, 36, 14, 2, 1, 6
2016/2/12, 75, 45, 19, 3, 2, 6
2016/2/13, 95, 46, 28, 4, 3, 6
2016/2/14, 102, 60, 34, 6, 6, 7
2016/2/15, 120, 76, 30, 5, 4, 4
2016/2/16, 123, 94, 15, 2, 1, 4
2016/2/17, 132, 83, 13, 3, 2, 6
2016/2/18, 116, 73, 7, 2, 1, 4
2016/2/19, 95, 65, 11, 2, 1, 5
2016/2/20, 97, 74, 18, 4, 3, 6
2016/2/21, 117, 62, 26, 5, 4, 5
2016/2/22, 107, 86, 28, 5, 4, 7
2016/2/23, 131, 81, 16, 2, 2, 6
2016/2/24, 110, 74, 20, 3, 2, 6
2016/2/25, 106, 77, 18, 3, 2, 7
2016/2/26, 116, 121, 17, 3, 2, 10
2016/2/27, 156, 105, 15, 3, 2, 8
2016/2/28, 136, 102, 10, 3, 2, 9
2016/2/29, 141, 121, 15, 4, 3, 14
2016/3/1, 164, 93, 12, 3, 2, 10
2016/3/2, 141, 84, 17, 4, 3, 9
2016/3/3, 141, 66, 9, 3, 2, 8
2016/3/4, 85, 68, 12, 3, 2, 10
2016/3/5, 97, 50, 14, 2, 1, 6
2016/3/6, 60, 60, 23, 3, 2, 9
2016/3/7, 94, 64, 29, 4, 3, 8
2016/3/8, 105, 58, 26, 4, 3, 7
2016/3/9, 96, 76, 29, 5, 4, 7
2016/3/10, 112, 75, 29, 4, 3, 6
2016/3/11, 121, 52, 11, 3, 2, 4
2016/3/12, 81, 55, 8, 2, 1, 4
2016/3/13, 57, 49, 7, 2, 1, 5
2016/3/14, 67, 53, 16, 2, 1, 5
2016/3/15, 78, 66, 11, 2, 1, 5
2016/3/16, 88, 97, 11, 2, 1, 6
2016/3/17, 93, 79, 7, 2, 1, 7
2016/3/18, 110, 70, 8, 2, 1, 5
2016/3/19, 96, 86, 8, 2, 1, 3
2016/3/20, 107, 77, 7, 2, 1, 5
2016/3/21, 109, 124, 8, 2, 1, 7
2016/3/22, 145, 88, 19, 2, 1, 8
2016/3/23, 129, 116, 11, 2, 1, 6
2016/3/24, 105, 84, 8, 2, 1, 5
2016/3/25, 98, 102, 5, 3, 2, 4
2016/3/26, 97, 95, 5, 3, 2, 4
2016/3/27, 106, 83, 6, 3, 3, 6
2016/3/28, 116, 89, 6, 3, 2, 5
2016/3/29, 109, 71, 6, 3, 2, 5
2016/3/30, 99, 62, 6, 3, 2, 5
2016/3/31, 79, 49, 5, 3, 2, 4
2015/12/30, 147, 320, 7, 3, 8, 74
2015/12/31, 208, , , , , 
2016/1/3, 159, 109, 27, 9, 4, 19
2021/9/30, , 76, 179, 3, 9, 
2021/10/4, , 75, 468, , 15, 
2021/10/5, , 75, 500, , 16, 
2021/10/6, , 74, 497, , 17, 
2021/10/7, , 76, 400, 3, 17, 
2021/10/8, , 66, 264, 3, 16, 
2021/10/9, , 75, , 4, 8, 
2021/10/10, , 75, , 4, 6, 
2021/10/11, , 75, , 4, 6, 
2021/10/12, , 75, , 4, 5, 
2021/10/13, , 75, 112, 10, 13, 
2021/10/14, , 75, 114, 18, 21, 
2021/10/15, , 76, 83, 17, 21, 
2021/10/16, , 75, 74, 16, 21, 
2021/10/17, , 74, 68, 15, 21, 
2021/10/18, , 74, 76, 15, 21, 
2021/10/19, , 75, 57, 14, 21, 
2021/10/20, , 71, 53, 15, 21, 
2021/10/28, , 75, 124, 10, 26, 
2021/10/29, , 75, 115, 16, 27, 1
2021/1/9, , 46, 4, , 7, 17
2021/1/10, , 46, 4, , 7, 17
2021/1/11, , 46, 4, , 7, 18
2021/1/12, , 46, 4, , 7, 17
2021/1/13, , 46, 4, , 7, 16
2021/1/14, , 56, 4, , 7, 15
2021/1/28, , 46, 4, , 6, 18
2021/2/25, , 66, 6, 3, 10, 12
2021/3/23, , 82, 14, 5, 16, 20
2020/8/4, , 20, 4, , 8, 9
2020/8/15, , 31, 4, , 8, 9
2020/8/17, , 26, 4, , 7, 10
2020/6/5, , 29, 4, , 4, 8
2019/12/31, , 88, 27, 15, 5, 22
2020/3/3, , 60, 13, 8, 7, 13
2019/7/25, , 56, 3, 8, 5, 19
2019/7/28, , 39, 6, 7, 4, 20
2019/7/29, , 43, 6, 7, 4, 20
2019/8/27, , 41, 2, 4, 7, 21
2018/12/31, , 139, 19, 29, 10, 24
2018/11/30, , 119, 31, 18, 8, 24
2018/12/14, , 102, 17, 20, 15, 16
2018/1/4, , 111, 34, 19, 6, 23
2017/7/5, , 61, 1, 9, 4, 6
2017/9/10, , 75, 12, 2, 9, 16
2017/1/1, , 147, 33, 5, 6, 19
2016/10/29, , 104, 18, 20, 10, 13
2016/6/30, , 195, , 13, 18, 
2015/12/29, , 119, 27, 1, 6, 22
2016/1/2, , 97, 26, 8, 4, 16
2020/10/6, , , 4, , 7, 12
2020/11/30, , , 4, , 7, 13
2020/12/1, , , 4, , 7, 13
2020/12/2, , , 4, , 7, 14
2020/12/3, , , 4, , 7, 15
2020/12/4, , , 4, , 7, 17
2020/12/13, , , 4, , 7, 14
2020/12/14, , , 4, , 7, 13
2020/12/16, , , 4, , 8, 14
